filepath,class,start_time,end_time
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,21.0,24.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,24.0,27.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,27.0,30.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,30.0,33.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,33.0,36.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,36.0,39.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,39.0,42.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,42.0,45.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,45.0,48.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,48.0,51.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,51.0,54.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,54.0,57.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,57.0,60.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,60.0,63.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,63.0,66.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,66.0,69.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,69.0,72.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,72.0,75.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,75.0,78.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,78.0,81.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,81.0,84.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,84.0,87.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,87.0,90.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,90.0,93.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,93.0,96.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,96.0,99.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,99.0,102.0
../ibc53/Alexandrine_Parakeet/8.wav,Alexandrine_Parakeet,102.0,105.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,21.0,24.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,24.0,27.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,27.0,30.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,30.0,33.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,33.0,36.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,36.0,39.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,39.0,42.0
../ibc53/Alexandrine_Parakeet/25.wav,Alexandrine_Parakeet,42.0,45.0
../ibc53/Alexandrine_Parakeet/24.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/24.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/24.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/24.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/17.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/17.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/17.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/17.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/17.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/17.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/17.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/17.wav,Alexandrine_Parakeet,21.0,24.0
../ibc53/Alexandrine_Parakeet/1.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/1.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/1.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/1.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/1.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/1.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/1.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/1.wav,Alexandrine_Parakeet,21.0,24.0
../ibc53/Alexandrine_Parakeet/13.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/13.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/26.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/26.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/26.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/16.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/16.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/16.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/16.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/20.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/20.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/20.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,21.0,24.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,24.0,27.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,27.0,30.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,30.0,33.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,33.0,36.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,36.0,39.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,39.0,42.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,42.0,45.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,45.0,48.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,48.0,51.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,51.0,54.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,54.0,57.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,57.0,60.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,60.0,63.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,63.0,66.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,66.0,69.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,69.0,72.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,72.0,75.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,75.0,78.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,78.0,81.0
../ibc53/Alexandrine_Parakeet/28.wav,Alexandrine_Parakeet,81.0,84.0
../ibc53/Alexandrine_Parakeet/21.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/21.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/21.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/21.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/21.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/21.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/12.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/2.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/2.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/2.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/2.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/4.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/4.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/4.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/4.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/4.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/4.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/4.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/4.wav,Alexandrine_Parakeet,21.0,24.0
../ibc53/Alexandrine_Parakeet/4.wav,Alexandrine_Parakeet,24.0,27.0
../ibc53/Alexandrine_Parakeet/4.wav,Alexandrine_Parakeet,27.0,30.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,21.0,24.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,24.0,27.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,27.0,30.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,30.0,33.0
../ibc53/Alexandrine_Parakeet/27.wav,Alexandrine_Parakeet,33.0,36.0
../ibc53/Alexandrine_Parakeet/14.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/22.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/22.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/22.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/22.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/22.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/22.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/22.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/10.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/10.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/10.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/19.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/19.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/19.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/19.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/19.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/19.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/19.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/9.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/9.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,21.0,24.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,24.0,27.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,27.0,30.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,30.0,33.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,33.0,36.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,36.0,39.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,39.0,42.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,42.0,45.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,45.0,48.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,48.0,51.0
../ibc53/Alexandrine_Parakeet/6.wav,Alexandrine_Parakeet,51.0,54.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,21.0,24.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,24.0,27.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,27.0,30.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,30.0,33.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,33.0,36.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,36.0,39.0
../ibc53/Alexandrine_Parakeet/11.wav,Alexandrine_Parakeet,39.0,42.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,0,3.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,3.0,6.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,6.0,9.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,9.0,12.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,12.0,15.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,15.0,18.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,18.0,21.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,21.0,24.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,24.0,27.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,27.0,30.0
../ibc53/Alexandrine_Parakeet/23.wav,Alexandrine_Parakeet,30.0,33.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,0,3.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,3.0,6.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,6.0,9.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,9.0,12.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,12.0,15.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,15.0,18.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,18.0,21.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,21.0,24.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,24.0,27.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,27.0,30.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,30.0,33.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,33.0,36.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,36.0,39.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,39.0,42.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,42.0,45.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,45.0,48.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,48.0,51.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,51.0,54.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,54.0,57.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,57.0,60.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,60.0,63.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,63.0,66.0
../ibc53/Andaman_Coucal/15.wav,Andaman_Coucal,66.0,69.0
../ibc53/Andaman_Coucal/3.wav,Andaman_Coucal,0,3.0
../ibc53/Andaman_Coucal/3.wav,Andaman_Coucal,3.0,6.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,0,3.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,3.0,6.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,6.0,9.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,9.0,12.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,12.0,15.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,15.0,18.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,18.0,21.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,21.0,24.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,24.0,27.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,27.0,30.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,30.0,33.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,33.0,36.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,36.0,39.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,39.0,42.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,42.0,45.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,45.0,48.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,48.0,51.0
../ibc53/Andaman_Coucal/5.wav,Andaman_Coucal,51.0,54.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,0,3.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,3.0,6.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,6.0,9.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,9.0,12.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,12.0,15.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,15.0,18.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,18.0,21.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,21.0,24.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,24.0,27.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,27.0,30.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,30.0,33.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,33.0,36.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,36.0,39.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,39.0,42.0
../ibc53/Andaman_Coucal/7.wav,Andaman_Coucal,42.0,45.0
../ibc53/Andaman_Coucal/8.wav,Andaman_Coucal,0,3.0
../ibc53/Andaman_Coucal/8.wav,Andaman_Coucal,3.0,6.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,0,3.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,3.0,6.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,6.0,9.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,9.0,12.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,12.0,15.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,15.0,18.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,18.0,21.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,21.0,24.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,24.0,27.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,27.0,30.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,30.0,33.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,33.0,36.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,36.0,39.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,39.0,42.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,42.0,45.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,45.0,48.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,48.0,51.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,51.0,54.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,54.0,57.0
../ibc53/Andaman_Coucal/1.wav,Andaman_Coucal,57.0,60.0
../ibc53/Andaman_Coucal/13.wav,Andaman_Coucal,0,3.0
../ibc53/Andaman_Coucal/13.wav,Andaman_Coucal,3.0,6.0
../ibc53/Andaman_Coucal/13.wav,Andaman_Coucal,6.0,9.0
../ibc53/Andaman_Coucal/13.wav,Andaman_Coucal,9.0,12.0
../ibc53/Andaman_Coucal/13.wav,Andaman_Coucal,12.0,15.0
../ibc53/Andaman_Coucal/13.wav,Andaman_Coucal,15.0,18.0
../ibc53/Andaman_Coucal/13.wav,Andaman_Coucal,18.0,21.0
